name,price,description,link
nano x4 women's training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100074779', 'Gender:', 'Women\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-nano-x4-womens-training-shoes-ftwwht-rbkg01-pugry2
nano x4 women's training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100074187', 'Gender:', 'Women\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-nano-x4-womens-training-shoes-ftwwht-black-orgfla
renie waterproof winter boots,179.99,"Stay toasty in the cold with the Renie Waterproof Winter Boots! Featuring waxy nubuck and suede upper, 400G insulation, and a waterproof bootie comfort rated to -30C / -22F, these boots are ready to tackle whatever winter throws at you. Keep your feet warm and the (wintry) weather out!, ['Style:', 'PDPAB00858', 'Gender:', 'Women\n', '400g insulation\n', 'Comfort rated             to -30c | -22f\n', 'Nylon shaft and vamp\n', 'Rubber sole\n', 'Seam-sealed waterproof   bootie\n', 'Ultra soft samac bootie  fur upper lining\n', 'Waxy nubuck heel & toe\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-renie-waterproof-winter-boots-light-nude
renie waterproof winter boots,179.99,"Stay toasty in the cold with the Renie Waterproof Winter Boots! Featuring waxy nubuck and suede upper, 400G insulation, and a waterproof bootie comfort rated to -30C / -22F, these boots are ready to tackle whatever winter throws at you. Keep your feet warm and the (wintry) weather out!, ['Style:', 'PDPAB00858', 'Gender:', 'Women\n', '400g insulation\n', 'Comfort rated             to -30c | -22f\n', 'Nylon shaft and vamp\n', 'Rubber sole\n', 'Seam-sealed waterproof   bootie\n', 'Ultra soft samac bootie  fur upper lining\n', 'Waxy nubuck heel & toe\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-renie-waterproof-winter-boots-black
rima shearling short boots,179.99,"Stride in warmth and style in the Rima Shearling Short Boots. Waxy nubuck mudguard and heel, shearling shaft and vamp, and binding in nubuck--all with a super chunk thermal rubber sole and a 1.75 platform cup for superior comfort. Not to mention the ultra soft samac upper lining for utmost coziness. Step out with the ultimate protection even at -30C / -22F!, ['Style:', 'PDPAB00790', 'Gender:', 'Women\n', 'Binding in nubuck\n', 'Seam-sealed water\n', 'Shearling shaft & vamp\n', 'Super chunk thermal      rubber sole 1.75""        platform cup\n', 'Ultra soft samac         upper lining\n', 'Waxy nubuck mudguard     & heel\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-rima-shearling-short-boots-black
rima shearling short boots,179.99,"Stride in warmth and style in the Rima Shearling Short Boots. Waxy nubuck mudguard and heel, shearling shaft and vamp, and binding in nubuck--all with a super chunk thermal rubber sole and a 1.75 platform cup for superior comfort. Not to mention the ultra soft samac upper lining for utmost coziness. Step out with the ultimate protection even at -30C / -22F!, ['Style:', 'PDPAB00790', 'Gender:', 'Women\n', 'Binding in nubuck\n', 'Seam-sealed water\n', 'Shearling shaft & vamp\n', 'Super chunk thermal      rubber sole 1.75""        platform cup\n', 'Ultra soft samac         upper lining\n', 'Waxy nubuck mudguard     & heel\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-rima-shearling-short-boots-tan
reebok gl1100 shoes,79.99,"Go back in time to the '80s running archive when you lace up these Reebok shoes. Suede overlays give them a layered look. Step out with extra rebound and comfort thanks to plush foam in the midsole and sockliner., ['Style:', '100201240', 'Gender:', 'Women\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-reebok-gl1100-shoes-vintagechalk-mushroom-pinkclay
zig dynamica 5 shoes,99.99,"Responsive, comfortable and versatile, these women's Reebok shoes are your everyday go-to pair. Their sleek mesh upper rides on Floatride Fuel cushioning with more height than ever before for a plush feel. The iconic zigzag midsole design creates a standout silhouette that transitions easily from your run to the rest of your day., ['Style:', '100208536', 'Gender:', 'Women\n', 'Floatride energy foam     midsole\n', 'Recycled materials\n', 'Rubber outsole\n', 'Upper : synthetic and     mesh\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-zig-dynamica-5-shoes-alabaster-chalk-grey3
premier road plus vi shoes,99.99,"Like the futuristic styles of the '00s, these Reebok shoes take things into another dimension. All the dimensions. A TPU bridge and DMX foam cushioning make these kicks look 3-D and feel extra plush. A mix of textures on the upper creates a layered look., ['Style:', '100204592', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-premier-road-plus-vi-shoes-grey-6-grey-6-black
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these women's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206606', 'Gender:', 'Women\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-floatzig-1-shoes-palblu-ftwwht-orgfla
floatzig 1 women's running shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these women's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206730', 'Gender:', 'Women\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-floatzig-1-womens-running-shoes-chalk-alabaster-grey1
premier road plus vi shoes,99.99,"Like the futuristic styles of the '00s, these Reebok shoes take things into another dimension. All the dimensions. A TPU bridge and DMX foam cushioning make these kicks look 3-D and feel extra plush. A mix of textures on the upper creates a layered look., ['Style:', '100201155', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-premier-road-plus-vi-shoes-mahogany-rich-maroon-chalk
club c double shoes,120.00,"Style:,100006321,Gender:,Women
,Full rubber cupsole for durability and traction
,Leather upper
,Regular fit
",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-double-shoes-ftwwht-ftwwht-cdgry2
club c double shoes,99.99,"Game. Set. Match. These women's tennis-inspired shoes elevate your style with a stacked midsole for extra height and a chunky profile. The upper is made of supple leather for a clean, minimalist look., ['Style:', '100074267', 'Gender:', 'Women\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-double-shoes-chalk-chalk-ash
club c double women's shoes,120.00,"You've come to expect the unexpected, so you're always ready with your A-game. These women's Reebok shoes match every challenge with equal parts sass and style. The double outsole adds some height, and the leather upper keeps your look classic., ['Style:', '100010773', 'Gender:', 'Women\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-double-womens-shoes-chalk-core-blk-chalk
reebok x whim classic leather shoes,129.99,"Reebok Classic Leather shoes get a makeover by newbie Whim Golf brand. With a mission to release golf from its stuffy, members-only vibe, these shoes would last on the course for maybe 15 minutes and don't exist in a pro shop. The upper mixes leather and suede for a premium look. But the ice outsole keep things chill., ['Style:', '100202360', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-whim-classic-leather-shoes-polarblue-feelgoodblue-paleblu
club c 85 vintage women's shoes,130.00,"Clean, minimalist design. These women's tennis-inspired shoes keep your look sleek and simple. Pops of subtle contrast color adds a chic touch. A Reebok logo window with a Union Jack gives them old-school style. The upper is made of soft, flexible leather., ['Style:', '100074232', 'Gender:', 'Women\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-85-vintage-womens-shoes-ftwwht-papwht-vingre
club c 85 vintage,130.00,"Taking their cue from the '80s court classic, these shoes are all about simplicity. They have a leather upper and a timeless easy-to-wear style. The EVA midsole gives you lightweight cushioning., ['Style:', '100007796', 'Gender:', 'Unisex\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-club-c-1985-tv-chalk-alabas-vecnav
reebok lite 4 shoes,59.99,"Take a break from the daily grind and hit refresh with a quick run. These men's running shoes from Reebok have a lightweight midsole that gives you premium cushioning as you hit the pavement. The comfort levels stay high when you wear them for your commute, after-work errands or a meet-up with friends., ['Style:', '100204973', 'Gender:', 'Men\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : mesh\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-lite-4-shoes-vector-navy-white-grey-3
club c 85 shoes,89.99,"Feel like you are unearthing the future when you lace up these women's Reebok Club C 85 shoes. Like vintage shoes that have just been rediscovered, these sneakers have all the details from cracked leather and exposed foam to faded print. Because some things get better with age., ['Style:', '100201125', 'Gender:', 'Women\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-85-shoes-chalk-weatheredwhite-moon
energen tech plus 2 running shoes,89.99,"Make your next run the smoothest and most comfortable yet. These Reebok running shoes are built with a smooth cushioned Floatride Fuel foam midsole that delivers soft underfoot comfort. The mesh upper is engineered with areas of stretch and targeted support. A hotmelt cage provides lockdown for the midfoot without being rigid or heavy. The LuxComfort sockliner offers an extra layer of cushion for comfort that goes the distance., ['Style:', '100204830', 'Gender:', 'Unisex\n', 'Breathable mesh\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-energen-tech-plus-2-running-shoes-white-black-grey-1
club c 85 shoes,110.00,"There's nothing quite like a fresh white trainer, and the Club C 85 is the original. Clean white leather keeps these women's shoes on point and matches any trendy look. The durable outsole makes the look last while a classic logo on the side pays homage to our roots., ['Style:', '100033933', 'Gender:', 'Women\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-85-shoes-ftwr-wht-ftwr-wht-gold-met
club c revenge shoes,89.99,"Turn up the volume on your OG collegiate look. A fresh heritage gives these men's Reebok shoes a standout look. Retro colorways keep your style legit, and premium details like a supple full grain leather upper create a luxe vibe. The off-color midsole adds an archival feel., ['Style:', '100074211', 'Gender:', 'Men\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-revenge-shoes-ftwwht-chalk-vecnav
flexagon force 4 training shoes,69.99,"You put your all into your workout, and these men's Reebok training shoes are right there with you. The FuelFoam midsole cushions lunges and jumps. A grooved outsole ensures flexibility through all your moves. The breathable mesh upper features seamless overlays for added support., ['Style:', '100033368', 'Gender:', 'Men\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-flexagon-force-4-training-shoes-core-blk-core-blk-pure-gry-7
club c 85 vegan shoes,79.99,"Step into sustainability with the Club C 85 Vegan, perfect for everyday wear. These shoes features a bio-based synthetic leather upper and a natural rubber cupsole for eco-friendly style without compromising on comfort or durability., ['Style:', '100074448', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-vegan-shoes-white-vingre-tregre
legacy lifter iii men's weightlifting shoes,179.99,"Stability is the key to achieving your weight room goals. These men's Reebok training shoes deliver with inflatable pump technology that lets you fine-tune the fit for squats, then adjust it for deadlifts. A midfoot strap adds a locked-in feel. The raised heel with a TPU clip provides extra support for optimum performance on the platform., ['Style:', '100074527', 'Gender:', 'Men\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-legacy-lifter-iii-mens-weightlifting-shoes-cblack-purgry-pugry5
nfx training shoes,89.99,"The NFX sneakers take you from work to workout and back. A lightweight mesh upper combines breathability with integrated support helpful during box jumps and lateral lunges. The rubber outsole features sidewall wraps for durability and traction indoors and out, with forefoot grooves for flexibility., ['Style:', '100033328', 'Gender:', 'Men\n', 'Padded ankle collar\n', 'Rubber outsole\n', 'Upper : mesh\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-nfx-training-shoes-core-blk-cold-gry-7-core-blk
bb 4000 ii mid basketball shoes mid,79.99,"Retro high tops are etched into the fibre of basketball and the BB 4000 II Mid is a case in point. Made with supple coated leather, it boasts multicolour graphics from the 90s BlackTop heritage collection, plus a durable rubber cupsole. The padded ankle and tongue offer plenty of support., ['Style:', '100075206', 'Gender:', 'Men\n', 'Eva midsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-bb-4000-ii-mid-basketball-shoes-ftwwht-cblack-rbkg04
the answer dmx basketball shoes,99.99,"Being picked as the first overall comes with its share of questions, so Allen Iverson delivered The Answer. Now you can be a part of his story too. Celebrating the 25th anniversary of their initial release, the signature basketball shoes Iverson wore to prove his critics wrong are back. Because true legends last forever., ['Style:', 'GW6372', 'Gender:', 'Unisex\n', 'Dmx cushioning\n', 'Lace closure\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-the-answer-dmx-basketball-shoes-cblack-ftwwht-rbkbra
court advance shoes,79.99,"The Court Advance sneakers have a classic tennis-inspired silhouette updated with pops of blue. The windowbox logo, Vector tab and reinforced toe panel keep the look firmly grounded in Reebok style., ['Style:', '100074281', 'Gender:', 'Men\n', 'Eva midsole\n', 'Leather upper\n', 'Padded ankle collar\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-court-advance-shoes-ftwwht-blusla-vecnav
club c ltd shoes,149.99,"The Club C LTD is a contemporary take on the vintage tennis-inspired sneaker from 1985. This cream leather version is accented with pops of green, while the sole extends at the front with a distinctive ridged bumper. But it's not all change: hallmark elements, like the perforated toe box and retro logos, remain., ['Style:', 'RMIA04DC99', 'Gender:', 'Men\n', 'Eva midsole\n', 'Padded ankle collar\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-ltd-shoes-clay-overdyed
market classic leather pump shoes,149.99,"If you can dream it, you can build it. These Reebok Classic Leather Pump Shoes are like a master class in mixing. Colors and technology from the '90s Instapump combine with the clean design of the Classic Leather for a style that just won't quit. Need we say more?, ['Style:', '100069830', 'Gender:', 'Men\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-market-classic-leather-pump-shoes-armgrn-cblack-chalk
club c ltd shoes,149.99,"The Club C LTD is a contemporary take on the vintage tennis-inspired sneaker from 1985. This cream leather version is accented with pops of green, while the sole extends at the front with a distinctive ridged bumper. But it's not all change: hallmark elements, like the perforated toe box and retro logos, remain., ['Style:', 'RMIA04DC99', 'Gender:', 'Men\n', 'Padded ankle collar\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-ltd-shoes-vintage-green
reebok glide,79.99,"Nothing unnecessary. These Reebok Glide shoes give you the goods. Wear them with anything, thanks to a clean, minimalist design. Comfort is key with a plush sockliner and cushioned midsole., ['Style:', '100010030', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-glide-cblack-ftwwht-rbkg01
club c bulc shoes,89.99,"If you feel like you've seen these Reebok shoes before, it's because they're a classic with distinctively exaggerated proportions. Using heritage color accents, they keep their clean, iconic look with a full leather upper and subtle pops. The tongue label opens at the top to create a pocket., ['Style:', '100033926', 'Gender:', 'Unisex\n', 'Tongue stash\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-bulc-shoes-ftwr-wht-blk-reebok-rubber-gum
reebok x adsum club c revenge shoes,119.99,"Brooklyn-based clothing brand Adsum is inspired by the landscape of the American Northeast. These men's Reebok shoes take the clean, tennis-inspired style of the Club C Revenge and update it in premium suede. Custom details and subtle branding give them a refined look., ['Style:', '100069828', 'Gender:', 'Men\n', 'Leather lined\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-adsum-club-c-revenge-shoes-essgry-purgry-cblack
club c 85,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000155', 'Gender:', 'Men\n', 'Eva midsole\n', 'Molded sockliner\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-white-green
reebok court advance shoes,69.99,"The iconic Club C 85 and Club C Revenge models are brought together to form Court Advance. Designed in a low-top style, they are made from supple leather and feature a perforated toe area. Black accents add a distinctive detail, while bubbles inside the midsole offer an extra rebond for all-day comfort, both on and off the turf., ['Style:', '100033984', 'Gender:', 'Men\n', 'Leather upper\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-court-advance-shoes-ftwwht-ftwwht-vecnav
reebok fulgere slides,35.00,"These men's slides offer an easygoing look for the beach or the swimming pool. The soft molded EVA upper provides comfort and support. Made of water-friendly material, they're built for easy on and off., ['Style:', '100063274', 'Gender:', 'Men\n', 'Water friendly\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-fulgere-slides-cblack-chalk-cblack
club c revenge,120.00,"The Revenge sneakers pay tribute to the original Club C a clean, minimal tennis shoe that was first served in the 80s. The reinforced toe cap, perforation and rubber sole stay true to the design, while a apple-green Vector logo at the side brings it up to date., ['Style:', '100032882', 'Gender:', 'Unisex\n', 'Padded ankle\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-revenge-ftwr-wht-glen-green-ftwr-wht
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these men's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206597', 'Gender:', 'Men\n', 'Floatride energy foam\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatzig-1-shoes-palblu-ftwwht-orgfla
reebok royal bb4500 hi2 basketball shoes,79.99,"Lace up a true Reebok original when you wear these Royal BB 4500 basketball shoes. They look like you've just discovered them with the perfect patina of wear. Cracked details and an archive '80s Reebok Sport tag make them worn to perfection straight from the box., ['Style:', '100201314', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-royal-bb4500-hi2-basketball-shoes-white-black-barelygrey
classic leather shoes,89.99,"Style:,100008493,Gender:,Unisex
,Lace closure
,Leather upper
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-cblack-pugry5-rbkg03
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these men's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206726', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatzig-1-shoes-chalk-black-grey1
club c 85 shoes,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000154', 'Gender:', 'Men\n', 'Durable outsole\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-int-wht-sheer-gry
shaq attaq shoes,225.00,"Style:,GX3881,Gender:,Unisex
,Lace closure
,Leather and synthetic upper
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-shaq-attaq-shoes-ftwwht-cblack-azure
renegade zip-up boots,189.99,"Brave the elements in comfort and style with Reebok's Renegade Zip-Up Boots. Waterproof suede upper, a shearling upper liner, and a bootie fur sock liner keep your feet dry and cozy, even on the coldest days. An ultralight midsole and rubber sole keep you light on your feet, while the 6.5-in boot shaft and Reebok logo on the midsole give the Renegade Boot a signature look. Live life on your own terms, no matter the temperature! Rated to comfortably take on the coldest days down to -30C, or -22F., ['Style:', 'PDPAB00798', 'Gender:', 'Men\n', 'Boot shaft: 6.5 in\n', 'Bootie fur sock liner\n', 'Comfort rated             to -30c | -22f\n', 'Shearling upper liner\n', 'Tumble nubuck mudguard\n', 'Ultralight midsole\n', 'Waterproof suede upper\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-renegade-zip-up-boots-black
maison margiela club c shoes,225.00,"Style:,H02408,Gender:,Unisex
,Custom-printed graphic on upper
,Lace closure
,Maison margiela collaboration
,Textile lining
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-maison-margiela-club-c-shoes-vecred-white-black
rowan waterproof winter boots,179.99,"These Rowan Winter Boots are perfect for cold, wet weather. Stylish and waterproof, they feature a padded nylon upper, waxy nubuck mudguard, two-tone faux shearling lining, ultralight midsole, rubber sole, and 400G insulation. Comfort rated to -30C/-22F, stay warm and dry in style., ['Style:', 'PDPAB00843', 'Gender:', 'Men\n', '400g insulation\n', 'Boot shaf\n', 'Puffy padded nylon upper\n', 'Rubber sole\n', 'Seam-sealed waterproof   bootie\n', 'Two-tone faux            shearling lining\n', 'Ultralight midsole\n', 'Waxy nubuck mudguard\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-rowan-waterproof-winter-boots-black
rowan waterproof winter boots,179.99,"These Rowan Winter Boots are perfect for cold, wet weather. Stylish and waterproof, they feature a padded nylon upper, waxy nubuck mudguard, two-tone faux shearling lining, ultralight midsole, rubber sole, and 400G insulation. Comfort rated to -30C/-22F, stay warm and dry in style., ['Style:', 'PDPAB00843', 'Gender:', 'Men\n', '400g insulation\n', 'Boot shaf\n', 'Puffy padded nylon upper\n', 'Rubber sole\n', 'Seam-sealed waterproof   bootie\n', 'Two-tone faux            shearling lining\n', 'Ultralight midsole\n', 'Waxy nubuck mudguard\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-rowan-waterproof-winter-boots-cognac-brown
renegade zip-up boots,189.99,"Brave the elements in comfort and style with Reebok's Renegade Zip-Up Boots. Waterproof suede upper, a shearling upper liner, and a bootie fur sock liner keep your feet dry and cozy, even on the coldest days. An ultralight midsole and rubber sole keep you light on your feet, while the 6.5-in boot shaft and Reebok logo on the midsole give the Renegade Boot a signature look. Live life on your own terms, no matter the temperature! Rated to comfortably take on the coldest days down to -30C, or -22F., ['Style:', 'PDPAB00798', 'Gender:', 'Men\n', 'Boot shaft: 6.5 in\n', 'Bootie fur sock liner\n', 'Comfort rated             to -30c | -22f\n', 'Shearling upper liner\n', 'Tumble nubuck mudguard\n', 'Ultralight midsole\n', 'Waterproof suede upper\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-renegade-zip-up-boots-chestnut
reebok runner 4 wide shoes,95.00,"Lace up in these men's Reebok wide-fit running shoes and log your daily kilometres in total comfort. They're made of lightweight mesh for breathability, with targeted padding in the collar and tongue for an extra cushy feel. An EVA midsole pads every step from warm-up to cool-down., ['Style:', '100062727', 'Gender:', 'Men\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-runner-4-wide-shoes-cblack-pugry5-ftwwht
question mid shoes,129.99,"Style:,GY2641,Gender:,Unisex
,Full grain leather upper with a suede toe
,Lace closure
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-question-mid-shoes-ftwwht-vecnav-pugry2
club c bulc shoes,89.99,"If you feel like you've seen these Reebok shoes before, it's because they're a classic with distinctively exaggerated proportions. Using heritage color accents, they keep their clean, iconic look with a full leather upper and subtle pops. The tongue label opens at the top to create a pocket., ['Style:', '100033925', 'Gender:', 'Unisex\n', 'Tongue stash\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-bulc-shoes-blk-ftwr-wht-reebok-rubber-gum
reebok court advance shoes,90.00,"All the Reebok court design you love. These shoes mash up the icons Club C 85 and Club C Revenge to make the new Court Advance. So comfortable and cushioned with foam and DMX Microbubbles, you may want to wear them always. Hits of colour give you an extra dose of style., ['Style:', '100010615', 'Gender:', 'Men\n', 'Dmx microbubbles in       midsole\n', 'Leather upper\n', 'Ortholite foam footbed\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-court-advance-shoes-ftwwht-ftwwht-clogrn
classic leather shoes,89.99,"Remix your look in these Reebok shoes. These shoes revamp the iconic Classic Leather with labels on the tongue and quarter panel that mash up eras. A coated leather and nubuck upper gives them all-day wearability. Pair them with pieces inspired by the '90s, '00s and beyond to create your own unique look., ['Style:', '100074346', 'Gender:', 'Men\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-ftwwht-pugry3-pugry2
reebok gl1100 shoes,79.99,"Embodying Reebok's retro flair, the GL1100 pays tribute to vintage running styles. The low-top silhouette features a textile upper with suede overlays and is fitted with a cushioned FuelFoam midsole and rubber outsole. The burgundy-red and steel-grey contrasts pop against the navy-blue backdrop., ['Style:', '100201237', 'Gender:', 'Unisex\n', 'Padded ankle collar\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-gl1100-shoes-vectornavy-grey3-clburgundy
reebok x pleasures club c bulc shoes,99.99,"Even as cannabis legalization picks up speed, too many are still behind bars, convicted of what is no longer a crime. Created with L.A.-based streetwear brand Pleasures and part of the Human Rights Now! collection, these shoes stand for justice reform. Made of hairy suede with a reinforced rubber toe cap, they feature Reebok and Pleasures graphics and details., ['Style:', '100206744', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-pleasures-club-c-bulc-shoes-green
classic leather 2400 shoes,99.99,"Extra comfortable and extra luxe, these Classic Leather 2400 shoes give you all the things. A master mix of leather and suede makes the upper premium. Hits of reflective details level up your Reebok look. The sculpted midsole finishes things off nicely and feels as good as it looks., ['Style:', '100201040', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Reflective details\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-2400-shoes-white-black-white
energen tech shoes,69.99,"From the morning run through to the rest of your day, the Energen Tech keeps you comfortable with its cushioning FuelFoam midsole. The overlays on the upper provide targeted support where you need it most, and a rubber grip outsole lets you stride confidently in all conditions., ['Style:', '100074803', 'Gender:', 'Unisex\n', 'Padded ankle collar\n', 'Responsive fuelfoam       midsole cushioning\n', 'Rubber outsole\n', 'Upper : mesh\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-energen-tech-shoes-pugry3-ftwwht-cblack
