,Product_Brand,Shoe_Name,Item_ID,Price,Product_Details,Link
461,PUMA,                                                            Puma                                                        Rebound Future NextGen                            Men                                                    , 392329-03,99.99,"Step up your game with the Rebound Future NextGen sneaker  from Puma that's designed for comfort and casual cool. Uniting different materials engineered for sporting excellence – including an injected EVA midsole, rip-stop textile quarter, and suede heel counter – this shoe is all about comfort, cushioning, and support so you can express yourself with confidence on the court and off. Get ready to step into the future.                          Features & Benefits                         Soft perforated synthetic leather vamp, ripstop textile quarter and neoprene collarSOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heelInjected EVA midsoleSuede heel counterArchive PUMA Formstrip design on lateral and medial sides featuring piping detailsRubber outsole                               Design Elements                         Rubber SoleEVA MidsoleNeoprene UpperPerforated upperSynthetic & Leather",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-rebound-future-nextgen-sneaker--blackred/39232903
462,SKECHERS,                                                            Skechers                                                        Respected Holmgren                            Men                                                    , 204809-blk,129.99,"Simply step in and go wearing the Hands Free Slip-Ins Relaxed Fit Respected Holmgren black shoe from Skechers. Designed with our exclusive Heel Pillow. This laceless style features a canvas upper with twin gore panels for ease of wear, a Skechers Air-Cooled Memory Foam comfort insole, Goga Mat Arch cushioning and an anti-slip Goodyear Rubber Outsole.                          Features & Benefits                         Durable textured canvas upperExclusive Heel Pillow holds your foot securely in placeSkechers Air-Cooled Memory Foam cushioned comfort insoleSkechers Goga Mat Arch supportive cushioningMachine washableAnti-slip Goodyear Performance Outsole delivers enhanced traction, stability and durability                               Design Elements                         Air-Cushioned SoleCanvas UpperElasticSlip Resistant SoleTractionWashableSlip-Ins Skechers Technology",https://www.softmoc.com/ca/i/skechers/mens/shoes/mns-respected-holmgren-slipins-casual-shoe--black/204809blk
465,CONVERSE,                                                            Converse                                                        Chuck Taylor All Star Malden Street Boot                            Men                                                    , a04478c,109.99,"Named after the birthplace of Converse, these structured Chucks bring together modern comfort. The Chuck Taylor All Star Malden Street encourages you to explore more. Bringing together utility-inspired color with a padded tongue and collar, these structured Chucks are easy to wear all year long, wherever you go. These utility tones will help give you a standout look in any environment—from open fields to crowded streets.                          Features & Benefits                         Mid-top shoe with mixed material upper and eyerow overlayOrthoLite cushioning for all-day comfortFused All Star patch with print and woven polyester tongue labelVulcanized rubber outsole for increased traction & flexibility                               Design Elements                         Rubber SoleCanvas UpperLaceSyntheticTraction",https://www.softmoc.com/ca/i/converse/mens/boots/mns-chuck-taylor-all-star-malden-street-boot--blackblack/a04478c
466,CONVERSE,                                                            Converse                                                        Chuck Taylor All Star TecTuff                            Men                                                    , a04596c,99.99,"Shoes should be durable. Like, scuff-resistant, water-resistant, life-resistant, durable. That's why Converse brought Tec Tuff into the Chuck Taylor All Star mix. Their proprietary technology is made to handle out-of-nowhere downpours, commute mishaps, even I-just-spilled-my-whole-coffee-down the-front-of-me mornings. As always, diamond pattern outsole, racing stripes, and a star ankle patch keeps the look iconic, while an OrthoLite insole helps keep it comfortable.                          Features & Benefits                         Coated canvas upper with Tec Tuff constructionWater resistantScuff resistantCanvas lining with a fixed, cushioned footbed for all-day comfortOrthoLite insoleClassic vulcanized rubber outsole provides traction and durable wear                               Design Elements                         Water ResistantRubber SoleCushioned InsoleCanvas LiningCanvas UpperStripesTractionVulcanized Rubber",https://www.softmoc.com/ca/i/converse/mens/sneakers-and-athletic/mns-chuck-taylor-all-star-tectuff-sneaker--puttywhite/a04596c
468,SKECHERS,                                                            Skechers                                                        Squad Air Close Encounter                            Men                                                    , 118200-bbk,99.99,Pair up with athletic style and comfort wearing the Squad Air black/ black sneaker from Skechers. These lace-up fashion sneakers feature engineered knit uppers with cushioned Skechers Memory Foam insoles and visible airbag midsoles.                          Features & Benefits                         Engineered knit upperContoured shock-absorbing midsole with Skech-Air visible airbag designMemory foam cushioned insoleLace up stylingFlexible rubber traction outsole                               Design Elements                         Memory FoamRubber SoleCushioned InsoleKnittedTraction,https://www.softmoc.com/ca/i/skechers/mens/sneakers-and-athletic/mns-squad-air-sneaker--blackblack/118200bbk
469,ADIDAS,                                                            adidas                                                        Postmove Mid                            Men                                                    , gw5525,109.99,"Walk confidently into the basketball court and conquer the game wearing these Adidas Postmove white/ royal blue mid-top athletic shoes. Made of polyurethane leather blend upper, these lace-up shoes have a round toe design with perforation details at the vamp for ventilation, secure lace-up front closure with an adjustable hook-and-loop instep strap for a customized fit.                          Features & Benefits                         Polyurethane leather blend upperLace-up front closure with adjustable hook-and-loop strap closurePull tab at rearPerforations at vamp for ventilationPadded collar and tongueSoft fabric liningCloudfoam Super cushioned midsole for all-day comfortRubber outsole                               Design Elements                         Rubber SoleAdjustable StrapsFabricHook & Loop ClosureLacePolyurethaneSynthetic & LeatherTraction",https://www.softmoc.com/ca/i/adidas/mens/sneakers-and-athletic/mns-postmove-mid-lace-up-sneaker--whiteroyal-blue/gw5525
470,ADIDAS,                                                            adidas                                                        Bounce Legends                            Men                                                    , ie9277,114.99,"Carve your own legend. Work on your game, show off that smooth jumper and make your way to the rack in the Bounce Legends sneaker from Adidas. They have a springy Bounce midsole that responds to every sprint, cut or change of direction you make on the hardwood. The 3-Stripes on the upper round out this compact design.                          Features & Benefits                         Textile upperBreathable textile liningBounce midsoleCupped HeelLace up stylingRubber outsole                               Design Elements                         Rubber SoleLaceTractionTextile LiningTextile Upper",https://www.softmoc.com/ca/i/adidas/mens/sneakers-and-athletic/mns-bounce-legends-sneaker--whiteblackred/ie9277
471,PUMA,                                                            Puma                                                        Softride Enzo NXT                            Men                                                    , 195234-21,94.99,"Making the most of the Softride EVA technology, the Softride Enzo NXT shoe from Puma provides extreme cushioning as well as all-day comfort. So whether you're at the gym or just strolling around town, these shoes have got you covered. Style-wise they showcase a highly progressive upper design language, highlighted by bold branding.                          Features & Benefits                         Breathable textile upperMolded synthetic midfoot cageTPU eyestaySoftride EVA technology for extreme cushioning and all-day comfortBold PUMA Cat Logo on the upper and tongueRubber outsole                               Design Elements                         Rubber SoleSyntheticTPU UpperTextile Upper",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-softride-enzo-nxt-sneaker--bluewhite/19523421
473,SKECHERS,                                                            Skechers                                                        Skech-Air Ventura                            Men                                                    , 232655-nvrd,109.99,Take on the day in the Skech-Air Ventura in navy/red by Skechers. These sporty sneakers are crafted from engineered mesh and synthetic uppers giving you a lightweight feel. The stretch lace front and flexible traction provides comfort all day long. Made from 100% vegan materials for all the animal lovers out there!                          Features & Benefits                         Engineered mesh and synthetic upper with stretch lace frontArticulated flexible traction outsolevisible air-bag midsoleLogo detailCushioned comfort insoleCrafted with 100% vegan materials                               Design Elements                         Featuring vegan friendly materialsMemory FoamAir-Cushioned SoleCushioned InsoleStretch Fabric UpperSynthetic & MeshTraction,https://www.softmoc.com/ca/i/skechers/mens/sneakers-and-athletic/mns-skechair-ventura-sneaker--navyred/232655nvrd
474,ADIDAS,                                                            adidas                                                        Lite Racer Adapt 5.0                            Men                                                    , hr1798,99.99,"They're super easy to slip on, and they feature a knit textile upper that feels light and comfy. Made with an EVA outsole that is softer and more flexible than rubber, and with Cloudfoam cushioning that supports their feet, these shoes are perfect for running and relaxing too. You will want to make the Lite Racer Adapt 5.0 sneaker part of your must-have list. Wide.                          Features & Benefits                         Knit textile upperCloudfoam socklinerTextile liningEVA outsolePull-on constructionWide                               Design Elements                         EVA OutsoleKnittedTextile Lining",https://www.softmoc.com/ca/i/adidas/mens/sneakers-and-athletic/mns-lite-racer-adapt-50-wide-sneaker--whiteblack/hr1798
482,ASICS,                                                            Asics                                                        Gel-Excite 10                            Men                                                    , 1011b599-003,119.99,"The Gel-Excite 10 Wide shoe from Asics features a significantly lighter design than the previous version. It's designed to help create more underfoot comfort for your run and fitness routine. Layered with AMPLIFOAM PLUS technology in the midsole, this shoe also includes a higher stack height to help provide a more comfortable cushioning experience.                          Features & Benefits                         Engineered mesh upper creates a softer feel against the foot while improving breathabilityAMPLIFOAM PLUS cushioning helps to improve durability creates a softer and more comfortable feel at footstrikeRearfoot GEL technology improves impact absorption and creates a softer feeling at footstrikeOrthoLite sockliner provides soft step-in comfortGUIDANCE LINE technology provides a more consistent strideRubber outsoleWide Width                               Design Elements                         Rubber SoleFoam FootbedLaceMeshPadded Collar",https://www.softmoc.com/ca/i/asics/mens/sneakers-and-athletic/mns-gelexcite-10-extra-wide-performance-sneaker--blackwhite/1011b599003
483,ASICS,                                                            Asics                                                        Gel-Excite 9                            Men                                                    , 1011b338-002,109.99,"The Gel-Excite black/ white Wide shoe from Asics is a comfortable trainer for the casual fitness runner. With an engineered jacquard mesh upper, this material increases airflow while creating a softer feel against your foot. A combination of AMPLIFOAM cushioning and GEL technology are placed in the midsole. These features provide better durability with a more forgiving landing at footstrike.                          Features & Benefits                         Engineered mesh upper creates a softer feel against the foot while improving breathabilityAMPLIFOAM cushioning improves durability and creates a more flexible feel at footstrikeRearfoot GEL technology improves impact absorption and creates a softer feeling at footstrikeOrthoLite sockliner provides soft step-in comfortGUIDANCE LINE technology provides a more consistent strideRubber outsoleWide Width                               Design Elements                         Rubber SoleFoam FootbedLaceMeshPadded Collar",https://www.softmoc.com/ca/i/asics/mens/sneakers-and-athletic/mns-gelexcite-9-wide-sneaker--blackwhite/1011b338002
486,ASICS,                                                            Asics                                                        Jolt 4                            Men                                                    , 1011b603-001,89.99,"The Jolt 4 black/ black Wide shoe from Asics is designed to help you run or walk more comfortably. This shoe combines an AMPLIFOAM midsole with a solid rubber outsole for improved durability. Drawing inspiration from Asics longstanding GT series, this trainer offers classic styling and a great fit. Ortholite sockliner will help keep you stay comfortable throughout the day.                          Features & Benefits                         Engineered mesh upper helps improve breathabilitySynthetic stitching on the overlaysAMPLIFOAM cushioning helps provide underfoot comfortOrtholite sockliner will help keep you stay comfortable throughout the dayLace up stylingRubber outsoleWide Width                               Design Elements                         Rubber SoleFoam FootbedLaceMeshPadded Collar",https://www.softmoc.com/ca/i/asics/mens/sneakers-and-athletic/mns-jolt-4-lace-up-wide-sneaker--blackblack/1011b603001
487,REEBOK,                                                            Reebok                                                        Club C 85                            Men                                                    , 100000156,109.99,"Clean, minimalist design. The Club C 85 white/ navy tennis-inspired shoes from Reebok keeps your look sleek and simple. Pops of subtle contrast color adds a chic touch. A Reebok logo window with a Union Jack gives them old-school style. The upper is made of soft, flexible leather. There's nothing quite like a fresh white sneaker!                          Features & Benefits                         Genuine leather upperArchive tennis detailingLace up stylingBreathable textile liningCushioned footbedHigh-abrasion-resistant rubber outsole adds durable responsiveness                               Design Elements                         LeatherRubber SoleContoured FootbedLacePadded CollarTextile Lining",https://www.softmoc.com/ca/i/reebok/mens/sneakers-and-athletic/mns-club-c-85-lace-up-sneaker--whitenavy/100000156
491,PUMA,                                                            Puma                                                        Playmaker Pro Lo Plus                            Men                                                    , 379156-01,109.99,"Command the court with style and support in a pair of Playmaker Pros. Designed specifically for basketball style, with a lightweight, breathable silhouette, comfortable cushioning, and tons of traction, you'll be balling like a boss. PUMA Formstrip at side with pull tab at t heel. The Playmaker Pro is designed with a rubber outsole.                          Features & Benefits                         Low bootLace closureMesh upperPull tab at heelPUMA Formstrip at sideRubber outsole                               Design Elements                         Rubber SoleFoam FootbedLaceMesh",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-playmaker-pro-lo-plus-sneaker--whitered/37915601
497,PUMA,                                                            Puma                                                        Softride Premier                            Men                                                    , 376540-10,94.99,"Introducing Puma's new slip-on Softride, with triple cushioning technology for the softest ride ever. A SoftFoam+ sockliner, IMEVA midsole and Softride foam combine to create an ultra-light, impact-absorbing shoe. And it all comes packaged in an up-to-the-minute design, with sweeping lines, a sleek lace-free construction and attention-grabbing PUMA branding at the side.                          Features & Benefits                         Mesh upper with slip-on constructionSoftFoam+ socklinerIMEVA midsoleComfortable Softride foamRubber outsole                               Design Elements                         Rubber SoleCushioned InsoleMeshSlip On",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-softride-premier-slip-on-sneaker--blackredgrey/37654010
498,ADIDAS,                                                            adidas                                                        Daily 3.0                            Men                                                    , fy2923,94.99,"A fresh take on a classic, the Daily 3.0 grey/ black lace up sneakers from Adidas blends a heritage feel with modern materials and design. Your walk across campus has never looked or felt this good. Combination textile and synthetic upper. OrthoLite sockliner for added comfort. Rubber outsole with vulcanized look.                          Features & Benefits                         Combination textile/synthetic upperLace closureOrtholite footbedRubber outsole with vulcanized look                               Design Elements                         Contoured FootbedLacePadded CollarSynthetic & Fabric",https://www.softmoc.com/ca/i/adidas/mens/sneakers-and-athletic/mns-daily-30-lace-up-sneaker--carbonblack/fy2923
499,PUMA,                                                            Puma                                                        Vis2K Back to Heritage                            Men                                                    , 393469-02,114.99,"Taking inspiration from PUMA archives, the Vis2K  Heritage white/ black/ red sneaker uses mixed materials, heritage colours and our signature midsole to create a sneaker that's comfortable for all-day use. Mesh upper with synthetic leather overlays.                          Features & Benefits                         Mesh upper with synthetic leather overlaysLace-through caging for a snug fitIMEVA midsolePUMA branding on tongue, quarter and heelPUMA Formstrip on medial and lateral sidesRubber outsole                               Design Elements                         Rubber SoleHook & Loop ClosureLaceSynthetic & MeshTraction",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-vis2k-heritage-sneaker--whiteblackred/39346902
500,AETREX,                                                            Aetrex                                                        Aetrex Thinsoles Orthotics                            Men                                                    , l1300-m,59.99,"Aetrex  L1300-M Thinsoles Orthotics are designed to provide maximum comfort and support in footwear styles that offer little or no removable depth. This orthotic features a soft microfiber top cover and our signature Aetrex Arch Support to help biomechanically align your body and help prevent common foot pain such as Plantar Fasciitis, Arch Pain and Metatarsalgia.                          Features & Benefits                         Top Cover Material: Soft microfiberPerformance Base: AeroCell polyurethane for high energy returnInsole Thickness: .082 inchRecommended for: Individuals with shoes that have little or no removable depthBest for: Dress shoes, Shoes with no removable footbed or with narrow toe areasAnti-microbial technology to promote healthy environment in your shoes                               Design Elements                         Arch SupportAntimicrobialMicrofiberOrthotic FootbedPolyurethane",https://www.softmoc.com/ca/i/aetrex/mens/shoe-care/mns-thinsoles-cupped-orthotics-insole/l1300m
501,SOFTMOC SHOE CARE,                                                            SoftMoc Shoe Care                                                        Antifatigue Memory Foam Insole                            Men                                                    , sm-365memory-m,19.99,Anti-Fatigue Memory Foam insoles from SoftMoc helps provide maximum shock absorption and comfort. Forms to the shape of the foot. Provides support and cushioning for all day comfort. Memory foam technology with custom formulated foam provides excellent energy return. Helps relieves pain and fatigue. Aids in helping to reduce stress on feet.                          Features & Benefits                         High density replacement insolesMemory FoamForms to the shape of the footProvides support & cushioning                               Design Elements                         Memory Foam,https://www.softmoc.com/ca/i/softmoc-shoe-care/mens/shoe-care/mns-antifatigue-memory-foam-insole--blue/sm365memorym
510,SOFTMOC SHOE CARE,                                                            SoftMoc Shoe Care                                                        365-YOGA-Mat insole                            Men                                                    , sm-365yoga-m,19.99,"The Energy Return Yoga Mat insole from SoftMoc helps provide you with high rebound cushioned comfort. Antimicrobial top cloth prevents the growth of odour-causing bacteria.Made of durable, resilient and shock absorbent high energy return yoga mat. Air filled foam cells absorb shock. Soft, lightweight and flexible. Breathable mesh top cloth.                          Features & Benefits                         Made of durable, resilient & shock absorbent high energy return yoga matSoft, lightweight & flexibleAir filled foam cells absorb shockBreathable mesh top clothAntimicrobial top cloth prevents the growth of odour-causing bacteria                               Design Elements                         Foam Footbed",https://www.softmoc.com/ca/i/softmoc-shoe-care/mens/shoe-care/mns-energy-return-yoga-mat-insole--blue/sm365yogam
511,REEF,                                                            Reef                                                        Fanning Slide                            Men                                                    , cj0390-blktpe,89.99,"The Fanning black/ taupe slide sandals from Reef are a classic staple of supreme beachside style! Water-friendly synthetic upper. Contoured compression molded EVA footbed with anatomical arch support. Full 360 degree heel airbag enclosed in soft polyurethane. Church key to open your ""soda"" bottle. Reef icon herringbone rubber outsole design.                          Features & Benefits                         Water friendly synthetic strap with a soft padded jersey liningAdjustable hook and loop for a secure fitContoured compression molded EVA footbed with anatomical arch supportNon.Marking Rubber Outsole with Bottle opener so that no party may go unquenched                               Design Elements                         Rubber SoleAdjustable StrapsContoured FootbedHook & Loop ClosureNon Marking SoleSyntheticWater Friendly",https://www.softmoc.com/ca/i/reef/mens/sandals/mns-fanning-slide-sandal--blacktaupe/cj0390blktpe
512,AETREX,                                                            Aetrex                                                        Aetrex Premium Memory Foam Orthotics                            Men                                                    , l2300-m,89.99,"Aetrex L2300-M Premium Memory Foam Orthotics are designed to provide ultimate comfort and cushioning with 43% more memory foam in the forefoot for those experiencing foot discomfort or fatigue. This orthotic features our signature Aetrex Arch Support to help biomechanically align your body and help prevent common foot pain such as Plantar Fasciitis, Arch Pain and Metatarsalgia.                          Features & Benefits                         Top Cover Material: CopperGuard antimicrobial lining and microfiber for comfortCenter Cushioning Material: lQl50 Memory Foam for superior cushioningPerformance Base: Aerocell polyurethane for high energy returnInsole Thickness: .25 inch overall with 43% more memory foam in the forefootRecommended for: Walkers, Nurses, Doctors, Teachers, Chefs and those who are on their feet oftenBest for: Everyday casual shoes                               Design Elements                         Memory FoamArch SupportAntimicrobialMicrofiberOrthotic FootbedPolyurethane",https://www.softmoc.com/ca/i/aetrex/mens/shoe-care/mns-memory-foam-orthotic-cupped-insole/l2300m
514,AETREX,                                                            Aetrex                                                        Aetrex Compete Orthotics                            Men                                                    , l400-m,79.99,"Designed specifically for comfort, support and weight redistribution in athletic, walking and comfort footwear.  These tri-density orthotics feature a Pro-Shox top cover for superior cushioning and shock absorption.  Pro-Shox’s high-tech polyester fibers wick moisture away from the foot and provide a cool, friction free surface to prevent blisters and other foot problems.                          Features & Benefits                         Top Cover Material: CopperGuard antimicrobial liningPerformance Base: Aerocell polyurethane for high energy returnInsole Thickness: .2165 inchCenter Cushioning Material: Pro-Shox polyurethane to absorb shock and reduce impactRecommended for: Golfers, Hikers, Walkers and Everyday ActivitiesAnti-microbial technology to promote healthy environment in your shoes                               Design Elements                         Arch SupportAntimicrobialMicrofiberOrthotic FootbedPolyurethane",https://www.softmoc.com/ca/i/aetrex/mens/shoe-care/mns-clinical-orthotic-cupped-insole/l400m
521,TEVA,                                                            Teva                                                        Hurricane Verge Slide                            Men                                                    , 1136230-blk,109.99,"If you're looking for a sandal that can transition seamlessly from day hiking to walks around the city? Look no further than the Hurricane Verge black slide sandal from Teva - a popular sandal from the style-conscious designers at Teva that is comfortable and supportive while retaining a unique, urban look. Grounded in the same rugged outsole that made its predecessor a cult classic, the Hurricane Verge breaks the mold with a cross-strap upper and updated buckle, plus extra padding and quick-dry mesh for optimal comfort.                          Features & Benefits                         Repreve Polyester YarnEva FootbedNylon ShankQuick Dry MaterialsUnifi Recycled PolyesterRubber Outsole                               Design Elements                         Rubber SoleAdjustable StrapsTractionSlip On",https://www.softmoc.com/ca/i/teva/mens/sandals/mns-hurricane-verge-slide-sandal--black/1136230blk
522,MEPHISTO,                                                            Mephisto                                                        Nilton                            Men                                                    , nilton-dbrn-bg2,199.99,"The Nilton dark brown sandal from Mephisto, with its relaxed look, inspires a perfect sensation of well-being. The SOFT-AIR midsole reduces impact to a minimum for a gentle, effortless walk. The AIR-RELAX technology respects the anatomy of the foot to prevent fallen arches. The adhesive strap across the instep adjusts perfectly to your foot.                          Features & Benefits                         Genuine nubuck leather upperAIR-RELAX technology respects the anatomy of the foot and helps prevent fallen archesHook and Loop strap across the instep adjusts perfectly to your footSOFT-AIR midsole reduces impact to a minimum for a gentle, effortless walkEVA outsole absorbs shock & reduces stress put on your feet, legs & backMade in France                               Design Elements                         Adjustable StrapsEVA OutsoleNylon UpperTraction",https://www.softmoc.com/ca/i/mephisto/mens/sandals/mns-nilton-footbed-sandal--dark-brown/niltondbrnbg2
523,TEVA,                                                            Teva                                                        Original Universal                            Men                                                    , 1004006-bdrol,89.99,"Teva brought back a classic with the Original Universal dark olive sport sandal. Injected with just a touch of festival flair, the Original Universal diamond pattern takes the best-loved icon up a notch with fresh, seasonal webbing. Sporting the same squishy EVA foam footbed and rugged rubber sole we have all come to love.                          Features & Benefits                         Nylon webbing upperUniversal strapping system with hook & loop closureCushioned EVA footbed features Microban zinc-based anti-microbial treatmentDurabrasion rubber outsole provides durable traction                               Design Elements                         Rubber SoleAdjustable StrapsNylon UpperTraction",https://www.softmoc.com/ca/i/teva/mens/sandals/mns-orig-universal-sport-sandal--dark-olive/1004006bdrol
525,CROCS,                                                            Crocs                                                        Classic All Terrain                            Men                                                    , 207711-001,54.99,"Travel. Exploration. Adventures near and far. The look and feel of Crocs Classic All-Terrain Clog, now in sandal form. With a more rugged outsole, two upper straps and an adjustable turbo strap, the ground beneath your feet has never felt more surmountable. Seven holes on each sandal allow for personalization with Jibbitz charms and a lightweight Croslite construction makes them a practical and packable choice for any outing.                          Features & Benefits                         Two-strap upperAdjustable turbo heel straps for a snug, accommodating fitRugged lug outsoles with enhanced tread for increased traction and supportFully molded Croslite foam uppersEasy to clean and quick to dryCustomizable with Jibbitz charms                               Design Elements                         Adjustable StrapsContoured FootbedPerforated upperWater Friendly",https://www.softmoc.com/ca/i/crocs/mens/sandals/mns-classic-all-terrain-sandal--black/207711001
526,LACOSTE,                                                            Lacoste                                                        Croco Dualiste                            Men                                                    , 743cma0020312,84.99,The Croco Dualiste black /white slide sandal from Lacoste takes pool-side style to the next level. The premium dual-density outsole features a soft footbed for cloud-like cushioned support. A recycled mesh lining offers breathability while the synthetic front strap is layered with foam for maximum comfort. Lacoste lettering on the heel together with an oversized colour-pop crocodile ensure the slide will be an instant hit.                          Features & Benefits                         Synthetic uppersTextile liningsContrast crocodile sweeps across the front strapPadded foam strap offers maximum comfortRubber and EVA outsole                               Design Elements                         Rubber SoleEVA OutsoleSyntheticSlip On,https://www.softmoc.com/ca/i/lacoste/mens/sandals/mns-croco-dualiste-slide-sandal--blackwhite/743cma0020312
527,K-SWISS,                                                            K-SWISS                                                        Lozan II                            Men                                                    , k07943-980,119.99,"The Lozan II sneaker from K-Swiss is a remastered iconic K-Swiss sneaker with a great historic track record. Loved by many back in the early 2000's. This Lozan is taking all design elements of its original with puffy 5 stripes and a metallic logo lace loop, and adopts the flattering lines that we want today to be the new iconic model of the brand.                          Features & Benefits                         Leather UpperSynthetic Leather Collar LiningDie Cut EVA Smart Foam & CMEVA heel Cup Sock linerLace ClosureRubber Outsole                               Design Elements                         LeatherRubber SoleFoam FootbedLacePadded CollarSynthetic",https://www.softmoc.com/ca/i/kswiss/mens/sneakers-and-athletic/mns-lozan-ii-sneaker--whitewhiteblack/k07943980
530,SOF SOLE,                                                            Sof Sole                                                        Full Length Plantar Fascia Insole                            Men                                                    , 51208,34.99,The Plantar Fascia Orthotic Insole is a long-lasting and comfortable solution from stress placed on the plantar fascia. Its ¾ length design fits any shoe type and works to keep feet supported and stable. Plantar Relief Bridge provides sturdy support. eel cup provides motion control and stability. Durable nylon composite plate.  Made in Canada.                          Features & Benefits                         Plantar Relief Bridge provides sturdy supportHeel cup provides motion control and stabilityDurable nylon composite plateMade in Canada                               Design Elements                         Arch SupportContoured FootbedNylon Lining,https://www.softmoc.com/ca/i/sof-sole/mens/shoe-care/mns-full-length-plantar-fascia-insole--black/51208
531,REEF,                                                            Reef                                                        Oasis                            Men                                                    , cj1686-blnc,54.99,"The Oasis Blanc De Blanc thong sandal from Reef comes in a one-piece construction. This sandal says easygoing, with its simple design and lightweight EVA construction. All of it's water-friendly and totally comfortable, thanks to its lightweight construction, arch support, and heel cup.This style would quickly become a favourite must-have for you this season!                          Features & Benefits                         Lightweight EVA constructionCushioned footbedCompletely water-friendlyNon-marking outsole                               Design Elements                         Water FriendlySlip On",https://www.softmoc.com/ca/i/reef/mens/sandals/mns-oasis-thong-sandal--blanc-de-blanc/cj1686blnc
532,KEEN,                                                            Keen                                                        Newport H2                            Men                                                    , 1027123,129.99,Order up some adventure with a side of water in the Newport H2 from Keen. Featuring a washable polyester webbing upper with Aegis Microbe Shield. Secure metatomical strap design with a quickdraw elastic cord lace. Patented toe protection with a metatomical EVA footbed. Compression molded EVA midsole. A non-marking rubber outsole with multi-direction lug pattern with razor siping.                          Features & Benefits                         Washable polyester webbing upper with Aegis Microbe ShieldSecure metatomical strap designQuickdraw elastic cord lacePatented toe protectionMulti-direction lug pattern with razor sipingMetatomical EVA footbedNon-marking rubber outsoleCompression molded EVA midsole                               Design Elements                         Rubber SoleAdjustable StrapsEVA MidsolePolyesterTraction,https://www.softmoc.com/ca/i/keen/mens/sandals/mns-newport-h2-sport-sandal--magnet/1027123
533,PUMA,                                                            Puma                                                        Caven Mid                            Men                                                    , 385843-01,89.99,"A classic 1980s basketball silhouette enhanced with supple leather details and a stand-out stacked midsole makes for a trainer that's guaranteed to make its way into your list of all-time favourite footwear. Best of all, the SoftFoam insert provides all-day comfort, so your feet will feel as good as they look.                          Features & Benefits                         Synthetic leather upper with leather eyestay and toe overlayLace closure for a snug fitPerforation details on vampPUMA Formstrip at medial and lateral sidesPUMA Cat Logo at back heelRubber outsole                               Design Elements                         Rubber SoleLaceSynthetic",https://www.softmoc.com/ca/i/puma/mens/sneakers-and-athletic/mns-caven-mid-sneaker--whitegoldgrey/38584301
534,ADIDAS,                                                            adidas                                                        Ultrabounce                            Men                                                    , hp6685,109.99,"Ready to ramp up your training? The Ultrabounce black sneaker from Adidas helps you take the next step in your running journey. Lightweight Bounce cushioning provides comfort and flexibility to keep you energized when you add miles to your daily run. The long-lasting rubber outsole ensures traction on varied surfaces so you can stride with confidence.                          Features & Benefits                         Lightweight, textile upperLightweight Bounce cushioning midsoleTextile liningMidsole drop: 9 mm (heel: 25 mm / forefoot: 16 mm)Upper contains a minimum of 50% recycled contentDurable rubber outsole                               Design Elements                         Rubber SoleLightweight SoleTractionTextile LiningTextile UpperRecycled Materials",https://www.softmoc.com/ca/i/adidas/mens/sneakers-and-athletic/mns-ultrabounce-wide-sneaker--black/hp6685
536,UGG,                                                            UGG                                                        Slide It                            Men                                                    , 1137973-blk,64.99,Slide into your comfort zone wearing the Slide It EVA black slide sandal from Ugg Australia. Featuring an EVA upper with a synthetic lining. Dual density foam footbed with perforated detailing for extra breathability. Open round toe in an easy slip on style. You will want to put the Slide It sandal on your must-have list for this season!                          Features & Benefits                         EVA upperSynthetic liningDual density foam footbedSlip-on stylePerforated detailing for extra breathabilityOpen round toe                               Design Elements                         EVA UpperSyntheticSlip On,https://www.softmoc.com/ca/i/ugg/mens/sandals/mns-slide-it-eva-slide-sandal--black/1137973blk
537,LACOSTE,                                                            Lacoste                                                        T-Clip Leather                            Men                                                    , 745sma0076147,169.99,"Look your very best in the suave Lacoste T-Clip leather sneaker. This lace-up features a round toe, leather upper, contrast overlays, and a durable synthetic outsole. Soft synthetic lining and cushioned footbed for all-day wear. Signature branding on side panel, tongue, insole, and heel cap. Add a touch of sportiness to your style by wearing Lacoste T-Clip sneaker this season!                          Features & Benefits                         Genuine leather upperSoft synthetic lining and cushioned footbed for all-day wearLace closureSignature branding on side panel, tongue, insole, and heel capDurable outsole                               Design Elements                         LeatherLacePadded CollarTraction",https://www.softmoc.com/ca/i/lacoste/mens/sneakers-and-athletic/mns-tclip-leather-lace-up-fashion-sneaker--whiteblack/745sma0076147
