,Product_Brand,Shoe_Name,Item_ID,Price,Product_Details,Link
114,TIMBERLAND,                                                            Timberland                                                        Skyla Bay 2.0 Slip On                            Women                                                    , tb0a2abgek4,74.99,"Timberlands' sporty and sleek Skyla Bay 2.0 Warm Lined slip-ons from Timberland features a warm and comfy feel with a responsibly sourced leather upper. Faux fur lining made of ReBOTL fabric lining containing at least 50% recycled plastic.This slip-on style casual shoe, Skyla Bay2.0 in black will be your go-to shoe for the season. Convenient slip-on Style in a rubber outsole, this will be a hit!                          Features & Benefits                         Upper made with Premium Timberland LeatherFaux fur collarFaux fur liningConvenient slip-on StyleRubber outsole designed to help provide traction                               Design Elements                         LeatherFaux FurRubber SoleElasticSlip On",https://www.softmoc.com/ca/i/timberland/womens/shoes/lds-skyla-bay-20-warm-lined-slip-on-sneaker--black/tb0a2abgek4
116,DR MARTENS,                                                            Dr Martens                                                        Amaayah Lo                            Women                                                    , 31950001,249.99,"The Amaayah Lo chelsea boot from Dr. Martens is a bold yet versatile square toe silhouette. Built from premium Orleans leather, a hardwearing material with an aged appearance that develops with wear. The boot has an elasticated side panel and inside zip for easy on/off wear. It’s set on our elevated Bex Squared sole with yellow welt stitching and fitted with an embossed heel loop.                          Features & Benefits                         Orleans is a lightly textured waxy leatherPull-up tabsGoodyear-welted lines are heat-sealed and reinforced with our signature welt stitchBex Squared sole has exaggerated deep cleating and adds a little extra heightElasticated side panel and inside zip for easy on/off                               Design Elements                         LeatherContrast StitchingElasticZipper Entry",https://www.softmoc.com/ca/i/dr-martens/womens/boots/lds-amaayah-lo-chelsea-boot--black/31950001
117,SOREL,                                                            Sorel                                                        Viibe                            Women                                                    , 2030521-265,154.99,"If you love clogs, the Sorel Viibe suede clog is the perfect choice. Featuring a suede upper, adjustable midfoot strap, and EVA footbed, this clog has it all. Interior details provide ultra-soft cushioning, while the lightweight molded LIVELYFOAM midsole and sturdy rubber outsole ensure hours of walking comfort.The clog, reimagined. With two points of adjustability, the convertible strap detail adds utility to an all-time classic style.                          Features & Benefits                         Beautiful suede upperWebbing loop detailMolded and contoured EVA, synthetic topcoverLightweight molded LIVELYFOAM TPU heel logoAdjustable webbing strap across the midfootMolded rubber outsole with ground contact EVAOption to be worn as a back strap                               Design Elements                         Suede UpperRubber SoleAdjustable StrapsContoured FootbedEVA MidsoleHook & Loop ClosureSlip On",https://www.softmoc.com/ca/i/sorel/womens/clogs/lds-viibe-suede-casual-clog--omega-taupebleached-ceramic/2030521265
119,SOFTMOC,                                                            SoftMoc                                                        Bailey                            Women                                                    , bailey-blk,119.99,"Pull off a luxurious look in the Bailey Platform black dress boot from SoftMoc. The appeal of these mid-calf pant boots crafted with faux  leather upper, smooth textile lining and a lightly cushioned footbed. Inside zipper closure offers a secure fit. Textile midsole and rubber outsole provide the needed support and grip to keep you going.                          Features & Benefits                         Faux leather upperInside zipper closureTextile lining and footbedLightly cushioned footbedRubber outsole                               Design Elements                         Rubber SoleSyntheticTextile LiningZipper Entry",https://www.softmoc.com/ca/i/softmoc/womens/boots/lds-bailey-platform-side-zip-bootie--black/baileyblk
120,UGG,                                                            UGG                                                        Adirondack III                            Women                                                    , 1095141-tcld,299.99,"For all your winter needs, UGG Australia has updated their best seller to perform in even harsher conditions, with a range of high-tech benefits and a new fit created specifically for movement. The waterproof Adirondack III winter boot features an outsole designed to stay flexible in freezing temps, extra warming insulation and a cushioning insole.                          Features & Benefits                         Waterproof leather upperWaterproof membrane bootie construction200g insulation, , DryTech Technology8mm sherpa lining, 17mm UGGpure upcycled wool lining or 17mm UGGplush 80% upcycled wool, 20% lyocell liningenerG Comfort System footbed17mm UGGpure upcycled wool insole or 17mm UGGplush 80% upcycled wool, 20% lyocell insoleApprox. Temperature rated to -32C/-25FMolded Spider Rubber outsole for maximum traction                               Design Elements                         LeatherWaterproofInsulatedRubber SoleCold RatedLaceRecycled Materials",https://www.softmoc.com/ca/i/ugg/womens/boots/lds-adirondack-iii-waterproof-winter-boot--thunder-cloud/1095141tcld
121,DR MARTENS,                                                            Dr Martens                                                        Serena                            Women                                                    , 32019777,224.99,Not designed to blend in. The winter-ready 8-eye Serena dark khaki faux fur lined boot from Dr. Martens is built from supple Atlas leather and lined with  faux fur for enhanced insulation. Welted on Dr. Martens rugged AirWair sole and marked with their signature yellow stitching. Finished with a scripted heel loop.                          Features & Benefits                         Smooth leather upper8-eye lace up stylingFaux fur liningGoodyear Welt sews & heat seals the upper & sole togetherDr. Martens air-cushioned sole offers good abrasion & slip resistanceUK Sizing                               Design Elements                         LeatherFaux FurAir-Cushioned SoleContrast StitchingLace,https://www.softmoc.com/ca/i/dr-martens/womens/boots/lds-serena-8-eye-faux-fur-lined-boot--dark-khaki/32019777
122,DR MARTENS,                                                            Dr Martens                                                        2976 Leonore                            Women                                                    , 32016777,224.99,"Made with classic Dr. Marten's DNA, including grooved edges, visible stitching and heel-loop. While the first Dr. Martens 2976 Chelsea boot was produced in the early '70s, the original style has Victorian origins. Farmers loved the sure fit and easy-on, easy-off elastic ankle gusset — kickass style was just an unexpected side effect. These days, the 2976 Chelsea boot is a slick, uncompromisingly fashion-forward look for both sexes.                          Features & Benefits                         Burnished wyoming leather upperFaux fur liningPull-On Chelsea BootGoodyear Welt sews & heat seals the upper & sole togetherDr. Martens air-cushioned sole offers good abrasion & slip resistanceUK Sizing                               Design Elements                         LeatherFaux FurAir-Cushioned SoleContrast StitchingElastic",https://www.softmoc.com/ca/i/dr-martens/womens/boots/lds-2976-leonore-chelsea-boot--dark-khaki/32016777
123,UGG,                                                            UGG                                                        Adirondack III Distressed                            Women                                                    , 1158511-bcdr,299.99,"For all your winter needs, UGG Australia has updated their best seller to perform in even harsher conditions, with a range of high-tech benefits and a new fit created specifically for movement. The waterproof Adirondack III  winter Burnt Cedar boot features an outsole designed to stay flexible in freezing temps, extra warming insulation and a cushioning insole.                          Features & Benefits                         Waterproof leather / suede upperWaterproof membrane bootie construction200g insulation, , DryTech Technology8mm sherpa lining, 17mm UGGpure upcycled wool lining or 17mm UGGplush 80% upcycled wool, 20% lyocell liningenerG Comfort System footbed17mm UGGpure upcycled wool insole or 17mm UGGplush 80% upcycled wool, 20% lyocell insoleApprox. Temperature rated to -32C/-25FMolded Spider Rubber outsole for maximum traction                               Design Elements                         LeatherWaterproofInsulatedRubber SoleCold RatedLaceWoolRecycled Materials",https://www.softmoc.com/ca/i/ugg/womens/boots/lds-adirondack-iii-distressed-waterproof-winter-boot--burnt-cedar/1158511bcdr
124,SOREL,                                                            Sorel                                                        Out N About IV Chillz                            Women                                                    , 2088131-292,169.99,"Boot up for fall and winter’s worst with the Out'N About IV waterproof boots from Sorel. Featuring a full grain leather with seam-sealed construction. This boot has a faux shearling and micro fleece lining that helps guard against the cold elements. It delivers major coverage and coziness, with a molded Evertread rubber sole for excellent grip on icy terrain.                          Features & Benefits                         Waterproof full grain leather upperFaux-shearling and micro fleece liningFootbed: Molded PU SteadysoleMolded PU STEADYSOLE with vulcanized rubber foxing tapeLace up closureHeel pull tabMolded EVERTREAD rubber outsolePlease note: Laces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         LeatherWaterproofRubber SoleContoured FootbedLacePolyurethaneVulcanized RubberFaux Shearling",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-out-n-about-iv-chillz-waterproof-boot--honey-whitecanoe/2088131292
126,SOREL,                                                            Sorel                                                        Out 'N About IV Classic                            Women                                                    , 2088161-209,149.99,"Boot up for fall and winter’s worst with the Out'N About IV waterproof boots from Sorel. Featuring a full grain leather and suede upper with seam-sealed construction. This boot has soft textile lining that helps guard against the cold elements. It delivers major coverage and coziness, with a molded Evertread rubber sole for excellent grip on icy terrain.                          Features & Benefits                         Waterproof full grain leather and suede upperFootbed: Molded PU SteadysoleMolded PU STEADYSOLE with vulcanized rubber foxing tapeMolded EVERTREAD rubber outsoleHeel pull tabLace up closurePlease note: Laces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         LeatherWaterproofRubber SoleContoured FootbedLacePolyurethaneVulcanized Rubber",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-out-n-about-iv-waterproof-boot--ceramichoney-white/2088161209
130,COLE HAAN,                                                            Cole Haan                                                        Clover Stretch                            Women                                                    , w30658,399.99,The timeless Clover Stretch Tall Boots from Cole Hann is something you've search for season after season. The knee-high boots are crafted with a leather upper with a stretch woven back panel and inside zipper.  With a gleaming buckle detailing for added flair.  Arch-supporting cushioned footbed adds comfort to every step.                          Features & Benefits                         Premium leather upper with stretch woven back panelArch-supporting cushioned footbed adds comfort to every stepPointed toeInside zipper for easier on/offGleaming buckle accentRubber molded outsole                               Design Elements                         LeatherBuckleContoured FootbedElasticZipper Entry,https://www.softmoc.com/ca/i/cole-haan/womens/boots/lds-clover-stretch-leather-tall-riding-boot--dark-cuoio/w30658
131,SKECHERS,                                                            Skechers                                                        Glide-Step Altus                            Women                                                    , 150510-gypk,144.99,"Simply step into flexible comfort wearing the Skechers Hands Free Slip-ins Glide-Step Altus grey/ pink sneaker. Designed with Skechers'  exclusive Heel Pillow that helps hold your foot securely in place.  This lace-up trainer features an engineered mesh upper with synthetic hot melt overlays, a Skechers Air-Cooled Memory Foam comfort insole, and a Glide-Step geometric cushioned midsole.                          Features & Benefits                         Skechers Hands Free Slip-ins for an easy fitExclusive Heel Pillow holds your foot securely in placeGlide-Step geometric midsole designed to provide natural momentum with every stepSkechers Air-Cooled Memory Foam cushioned comfort insoleEngineered mesh upper with synthetic hot melt overlays                               Design Elements                         Memory FoamLaceSynthetic & Fabric",https://www.softmoc.com/ca/i/skechers/womens/sneakers-and-athletic/lds-glidestep-altus-slipins-sneaker--greypink/150510gypk
133,CONVERSE,                                                            Converse                                                        Chuck 70 Canvas                            Women                                                    , a09466c-l,99.99,"The Converse All Star Chuck ’70 is Converse's re-crafted sneaker that uses modern details to celebrate the original Chuck Taylor All Star from the 1970's. It features a slightly higher rubber foxing, a cushioned footbed that provides long-lasting comfort and a more substantial rubber toe cap. It’s an authentic throwback look that retains the iconic Chuck Taylor attributes you know and love, like the star-centered ankle patch and vulcanized rubber outsole.                          Features & Benefits                         Canvas upperOrtholite cushioned footbedArchival details like higher rubber sidingClassic All Star ankle patch, rubber toecap, toe bumper and stripingFeatures a slightly higher rubber foxingAdditional vintage details include stitching on the sidewall and a heavier-grade canvas upperVulcanized rubber outsole                               Design Elements                         Rubber SoleContoured FootbedContrast StitchingCanvas UpperLaceRubber",https://www.softmoc.com/ca/i/converse/womens/sneakers-and-athletic/lds-chuck-70-canvas-hi-top-sneaker--night-indigoegretblack/a09466cl
136,TIMBERLAND,                                                            Timberland                                                        Roxie Lane                            Women                                                    , tb0a28xmeo8,149.99,"An easy-on, easy-off style designed for total comfort and versatility. The Roxie Lane Chelsea Boot from Timberland gives the classic silhouette a modern edge that’s ready for every urban adventure. Complete with a TimberGrip lug outsole designed for steady traction, responsive TimberCush comfort, and a ReBOTL fabric lining made from at least 50% recycled plastic for breathability.                          Features & Benefits                         Premium leather upperDefender Repellent treatment helps repel water ReBOTL fabric lining made from at least 50% recycled plastic for breathabilityOrthoLite comfort foam insoles provide moisture transport, antimicrobial function and long-term cushioningTimberGrip technology provides superior traction with a specialized dynamic lug configuration, responsive to diverse active movement                               Design Elements                         LeatherWater ResistantElasticFoam FootbedTractionTreadTextile LiningRecycled Materials",https://www.softmoc.com/ca/i/timberland/womens/boots/lds-roxie-lane-chelsea-boot--olive/tb0a28xmeo8
137,COLE HAAN,                                                            Cole Haan                                                        Camea Lug                            Women                                                    , w28816,209.99,"Complement your everyday chic style in the Camea Lug black Loafer from Cole Hann.Featuring a slip-on style silhouette with a penny keeper strap on vamp and a  block heel. The classic penny loafer, reimagined with a higher heel. S ystematic layers of proprietary cushioning compounds softly pad each step. Luxurious comfort for your daily hustle. Considered design and compounds ensure traction in every condition. Move with confidence over any terrain.                          Features & Benefits                         Premium leather upperBranding on heelPenny keeper detail at vampSystematic layers of proprietary cushioning compounds softly pad each stepHigh-traction molded rubber outsolePrecision engineering inside handcrafted details                               Design Elements                         LeatherRubber SoleBraidSlip On",https://www.softmoc.com/ca/i/cole-haan/womens/shoes/lds-camea-lug-casual-loafers--black/w28816
139,COLE HAAN,                                                            Cole Haan                                                        Mylay                            Women                                                    , w27898,239.99,"A perfect pump never goes out of style and the Mylay brush dress heel pump  from Cole Hann is no exception. Ready to elevate your casual date night look or reignite your work wardrobe with ease, this timeless pointed toe silhouette is crafted in premium soft leather with a walkable 3 inch heel and features a rubber outsole for traction and durability that lasts season after season.                          Features & Benefits                         Premium leather upperComfort footbed for arch support and added comfortLeather lining surrounds the foot in comfortSuperfoam molded footbed provides energy return and cushioning propertiesRubber outsole for lightweight feel and added grip/traction/flexibilityCole Haan leather products support responsible manufacturing via the Leather Working GroupApprox. 3 inch Heel Height                               Design Elements                         LeatherLeather LiningRubber SoleContoured FootbedFoam FootbedSlip On",https://www.softmoc.com/ca/i/cole-haan/womens/shoes/lds-mylay-leather-dress-heel--brush/w27898
141,HEYDUDE,                                                            Heydude                                                        Camden Suede Cozy                            Women                                                    , 42031-265,104.99,"Camden just got cozier with the Camden Suede Cozy tan slip on ankle boot from HEYDUDE. Covetable 360 degree comfort, suede upper with a faux shearling vamp and oh-so-light flex outsole will have you walking on cloud nine. Easy on heel webbing loop with stretch lacing. We were thinking comfort and extra cute–totally delivered.                          Features & Benefits                         Suede upperSlip-OnStretch LaceFaux shearling vampEasy on heel webbing loopFaux shearling interiorTravel readyRemovable foam insole                               Design Elements                         Suede UpperContrast StitchingFoam FootbedLaceRemovable FootbedSlip On",https://www.softmoc.com/ca/i/heydude/womens/boots/lds-camden-suede-cozy-slip-on-ankle-boot--tan/42031265
142,CROCS,                                                            Crocs                                                        Squishmellow Classic Clog                            Women                                                    , 210216-90h,84.99,"The more ’Mallows, the merrier, so Crocs covered this Classic Clog in an all-over print. With the Squishmellow multi classic EVA comfort clog, you will spot your favorite friends on the printed sole, plush fabric heel strap and oversized Jibbitz charms. Then head out in style with your Squad. Incredibly light and fun to wear!                          Features & Benefits                         Croslite materialWater-friendly and buoyant; weighs only ounces  Ventilation ports add breathability and help shed water and debris Printed characters on soleEasy to clean and quick to dry  Pivoting heel straps for a more secure fit Oversized Jibbitz charms included                               Design Elements                         WaterproofMolded Croslite EVPerforated upperPrinted DesignWater Friendly",https://www.softmoc.com/ca/i/crocs/womens/clogs/lds-squishmellow-classic-eva-comfort-clog--multi/21021690h
144,SOFTMOC,                                                            SoftMoc                                                        Savanna                            Women                                                    , savanna-snd,69.99,"Warm and cozy. The Savanna sand suede bootie from SoftMoc is perfect for those cold nights and mornings. Featuring a beautiful suede upper with a memory footbed for added comfort. Soft faux fur lining surrounds the foot in comfort. The Savanna sand bootie is designed with a durable TPR outsole.                          Features & Benefits                         Genuine suede upperFaux fur liningMemory foam insole for added comfortDurable, TPR outsole                               Design Elements                         Memory FoamFaux FurSuede UpperSlip On",https://www.softmoc.com/ca/i/softmoc/womens/slippers--moccasins/lds-savanna-suede-bootie--sand/savannasnd
145,MERRELL,                                                            Merrell                                                        Morphlite                            Women                                                    , j068344,139.99,The Merrell Morphlite road-to-trail running shoe brings together dual-purpose technologies for multi-terrain movement. This shoe features Merrell's best running shoe foam for premium comfort atop a custom lug pattern designed for road runs throughout the center of the foot with increased depth for trail traction around the perimeter. Running comfort and traction come together in an athletic package with the Merrell Morphlite road-to-trail running shoe.                          Features & Benefits                         Jacquard upperInternal bootie for locked-in fitCleansport NXT treated for natural odor controlFloatPro Foam midsole for lightweight comfort that lasts100% recycled breathable mesh lining100% recycled mesh footbed coverMerrell sticky rubber outsole with durable traction that grips when and where you need itPerimeter Trail Lug: 3mmMulti-Surface Lug: 2mmVegan-Friendly                               Design Elements                         Featuring vegan friendly materialsRubber SoleAnti-odour ProtectionFoam FootbedLaceMesh LiningPadded CollarSyntheticTractionTextile UpperRecycled Materials,https://www.softmoc.com/ca/i/merrell/womens/sneakers-and-athletic/lds-morphlite-lace-up-fashion-sneaker--knockout-pink/j068344
147,CROCS,                                                            Crocs                                                        Stomp High Shine                            Women                                                    , 210659-001,94.99,"The Stomp Collection features stylish exaggerated soles that are excessively chunky and daring while still feeling light on your feet. With dramatic proportions that elevate its inherent boldness and all of the charms of personalization, the Stomp High Shine EVA Platform Loafer from Crocs  lets you stomp to your own eye-catching beat.  Featuring a stylish super high shine new treatment on a contoured sidewall upper, which makes it easy to slip on, and also provides maximum support and comfort in the absence of a backstrap.                          Features & Benefits                         Slip-on loafer with contoured sidewall upperSuper high shine new treatmentStylish penny keeper designSlimmer, more refined toe shapeExaggerated lug soleMolded Croslite upperCustomizable with Jibbitz charms2.2-inch | 5.6cm heel height                               Design Elements                         Contoured FootbedMolded Croslite EVOpen BackSlip OnPlatforms",https://www.softmoc.com/ca/i/crocs/womens/clogs/lds-stomp-high-shine-eva-platform-loafer--black/210659001
148,MERRELL,                                                            Merrell                                                        Speed Strike 2 WP                            Women                                                    , j038412,139.99,"The Speed Strike 2  lace up wide hiking shoe from Merrell provides the comfort and protection of a hiking shoe, while also delivering a faster, more athletic style than traditional hikers. Packed with recycled materials from the laces and webbing to the mesh lining and footbed cover, as well as a recycled removable EVA foam footbed, all atop of a Merrell sticky rubber outsole with durable traction that grips when and where you need it.                          Features & Benefits                         Synthetic and mesh upperProtective and abrasion resistant synthetic heel and toe capHeel loop for ease of entry as well as carabiner compatibilityCleansport NXT treated for natural odor controlLightweight EVA foam midsole for stability and comfortRubber outsole                               Design Elements                         WaterproofRubber SoleAnti-odour ProtectionEVA MidsoleLacePadded CollarSynthetic & MeshToe CapRecycled Materials",https://www.softmoc.com/ca/i/merrell/womens/sneakers-and-athletic/lds-speed-strike-2-waterproof-lace-up-hiking-shoe--canton/j038412
149,ADIDAS,                                                            adidas                                                        VL Court 3.0                            Women                                                    , id8796,99.99,"Dress them up. Dress them down. The VL Court 3.0 sneaker from Adidas effortlessly go with just about everything in your closet. While the vulcanized rubber outsole is inspired by the skate park, it's equally suited to city exploring. The soft, leather upper adds a touch of elegance. Inside, lightweight cushioning and a soft lining keep the foot supported day after day.                          Features & Benefits                         Genuine leather upperTextile liningCushioned midsoleLace closureVulcanized rubber outsole                               Design Elements                         LeatherRubber SoleContoured FootbedLacePadded CollarTextile LiningVulcanized Rubber",https://www.softmoc.com/ca/i/adidas/womens/sneakers-and-athletic/lds-vl-court-30-sneaker--black-white-gum/id8796
150,CLARKS,                                                            Clarks                                                        Kataleyna Gem                            Women                                                    , 26180020m,119.99,"A sky-high profile crafted for comfort, the Kataleyna Gem silver metallic  pump from Clarks is the definition of chic. Premium leather uppers wrap the foot perfectly while lasting underfoot cushioning keeps steps effortless from desk to drinks. It's complete with a point toe and slimline heel for an ultra elegant finish.                          Features & Benefits                         Metallic leather upper5mm Ultimate Comfort PU foam footbed offers all-day cushioningBreathable textile sock and upper liningsLightweight, grippy rubber sole for extra stabilityApprox. Heel Height 2.75 in                               Design Elements                         LeatherRubber SoleTextile LiningSlip On",https://www.softmoc.com/ca/i/clarks/womens/shoes/lds-kataleyna-gem-dress-heel--silver-metallic/26180020m
152,MERRELL,                                                            Merrell                                                        Encore Ice 5                            Women                                                    , j007106,169.99,"Let the after-adventure begin. Encore Ice 5 pigskin leather clog from Merrell comes with a premium pig suede upper, Shearling lining, and M Select GRIP outsoles. The perfect combination for kicking back and enjoying life. FloatPro Foam midsole for lightweight comfort that lasts. Merrell Air Cushion in the heel absorbs shock and adds stability.                          Features & Benefits                         Waterproof pig suede leather upperSheepskin liningRemovable latex footbedMerrell Air Cushion in the heel absorbs shock and adds stabilityMolded nylon arch shankFloatPro Foam midsole for lightweight comfort that lastsMerrell sticky rubber outsole with durable traction that grips when and where you need it                               Design Elements                         Suede UpperSheepskinRubber SoleContoured FootbedOpen BackTractionSlip On",https://www.softmoc.com/ca/i/merrell/womens/clogs/lds-encore-ice-5-waterproof-casual-clog--tan/j007106
153,SALOMON,                                                            Salomon                                                        Ultra Flow                            Women                                                    , l47593600,149.99,"A shoe that feels like it's cushioned for the road but runs like it was born for the trails. Ultra Flow is ultra plush, has a higher stack height and is built to accompany your transitions from tarmac to earthy terrain, whatever the frequency or distance. Soft materials in the upper combine with a mixed terrain outsole for optimal adaptability.                          Features & Benefits                         Textile and synthetic upperTextile lining and inlaysPadded collarLace closureEVA and Olefin foam midsoleRecycled materialsMixed terrain outsole for optimal adaptability                               Design Elements                         EVA MidsoleFoam FootbedLacePadded CollarTextile LiningTextile UpperRecycled Materials",https://www.softmoc.com/ca/i/salomon/womens/sneakers-and-athletic/lds-ultra-flow-lace-up-performance-sneaker--bayhydrangeacherry/l47593600
154,DR MARTENS,                                                            Dr Martens                                                        Zebzag Mule WL                            Unisex                                                    , 31938201,174.99,"The Zebzag casual clog is Dr. Martens latest innovation in comfort: built on a hybrid air-cushioned sole that fuses feather-weight EVA with rugged PVC. Crafted from lightweight, versatile suede, they’re designed to be worn however you feel like – in summer or out of the conventional season. The adjustable strap ensures a secure fit, while the welted construction delivers our signature durability. Yellow welt stitching marks the mules as Dr. Martens.                          Features & Benefits                         E.H. Suede - a classic leather with a silky to touch textureAdjustable strap ensures a secure fitFootbed has a Wider and a more rounded toe shapeMade with a Goodyear-welted lines that are heat-sealed and reinforced with our signature welt stitchYellow welt stitching marks the mules as Dr. MartensHybrid air-cushioned sole that fuses feather-weight EVA with rugged PVCSole Height - Platform height: 1 in; Heel height: 1 1/4 in                               Design Elements                         Suede UpperAdjustable StrapsAir-Cushioned SoleBuckleContrast StitchingEVA MidsoleOpen BackSlip On",https://www.softmoc.com/ca/i/dr-martens/unisex/clogs/unisex-zebzag-mule-warm-lined-suede-casual-clog--brown/31938201
156,SALOMON,                                                            Salomon                                                        Spectur 2 Infiniride                            Women                                                    , l47567000,209.99,"The Spectur 2  Infiniride Performance Sneaker  from Salomon is an exclusive race-day attitude in an inclusive, superfast training shoe. It’s all about the explosive energy of a full-length glass fiber plate combined with a game-changing stability for confidence and PB-breaking staying power. A unique sole geometry and bouncy foam midsole ensure optimized transitions and fluid ground time.                          Features & Benefits                         Combination textile and synthetic upperEnergyFoam midsole combines lightness and dynamismBreathabile textile upperLace up styling for a secure fitDurable rubber outsole                               Design Elements                         Rubber SoleLacePadded CollarPrinted DesignSynthetic & FabricTextile Upper",https://www.softmoc.com/ca/i/salomon/womens/sneakers-and-athletic/lds-spectur-2-infiniride-performance-sneaker--baycherrygreen/l47567000
157,SALOMON,                                                            Salomon                                                        Spectur 2                            Women                                                    , l47567100,209.99,"The Spectur 2  performance sneaker from Salomon is an exclusive race-day attitude in an inclusive, superfast training shoe. It’s all about the explosive energy of a full-length glass fiber plate combined with a game-changing stability for confidence and PB-breaking staying power. A unique sole geometry and bouncy foam midsole ensure optimized transitions and fluid ground time.                          Features & Benefits                         Combination textile and synthetic upperEnergyFoam midsole combines lightness and dynamismLace up stylingBreathabile textile upperDurable rubber outsole                               Design Elements                         Rubber SoleFoam FootbedLacePadded CollarSynthetic & Fabric",https://www.softmoc.com/ca/i/salomon/womens/sneakers-and-athletic/lds-spectur-2-lace-up-performance-sneaker--violetgreenblue/l47567100
158,CLARKS,                                                            Clarks                                                        Keirsta Haley                            Women                                                    , 26180039m,159.99,"Understated style and non-stop support, the heeled leather ankle boot Keirsta Haley from Clarks is the perfect dress-casual staple.  This zip-up profile is decorated with subtle stitch detailing for a crafted look. And it’s designed to withstand the demands of the day, kitted out with soft, underfoot cushioning and a grippy, flexible outsole. Dress it up or down – this one’s good for all your                          Features & Benefits                         Premium leather upper with decorative buckle detailingInside zipper for easy foot entry5mm Ultimate Comfort PU foam footbed offers all-day cushioningSmooth textile upper liningMicrofiber footbed lining for breathable comfort and supportTR (thermoplastic rubber) outsole for grip and stabilityApprox Heel Height 2.75 inches                               Design Elements                         LeatherMicrofiberPolyurethaneTextile LiningZipper Entry",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-keirsta-haley-ankle-boot--black/26180039m
159,CLARKS,                                                            Clarks                                                        Kataleyna Bay                            Women                                                    , 26180025m,139.99,"Pull off a luxurious look in the Kataleyna Bay black dress boot from Clarks. Pointed toe design accentuates the appeal of these mid-calf pant boots crafted with high-quality leather upper, smooth textile lining and footbed with Ultimate Comfort technology to pamper your feet all day long. Inside zipper closure offers a secure fit. Textile midsole and TPR outsole provide the needed support and grip to keep you going. Water-resistant design offers dry comfort. Trendy kitten heel brings the fashion points to this silhouette.                          Features & Benefits                         High-quality leather upperInside zipper closurePointed toeTextile lining and footbedUltimate Comfort technologyTPR outsole2.75 inch Heel Height                               Design Elements                         LeatherTextile LiningZipper Entry",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-kataleyna-bay-dress-boot--black/26180025m
160,CROCS,                                                            Crocs                                                        Classic Puff Moc                            Women                                                    , 210706-0lk,69.99,"Enjoy functional warmth and style in the Classic Puff Moc clog from Crocs. With a shape and fit derived from the Classic Clog, this moc features a nylon puff upper, microfleece lining and warm fuzzy footbed for everyday cozy vibes. Plus, the collapsible heel allows for dual styling capability, to wear as a closed heel shoe or an open back mule. Look to the Classic Puff Moc for effortless style and warmth when the weather turns cold.                          Features & Benefits                         Fleece-lined quilted puff upperWarm fuzzy footbedCollapsible heel allows for dual styling capabilityPull tab provides easy on convenience                               Design Elements                         FleeceNylon UpperSlip On",https://www.softmoc.com/ca/i/crocs/womens/clogs/lds-classic-puff-moc-comfort-clog--moth/2107060lk
163,DR MARTENS,                                                            Dr Martens                                                        Combs                            Unisex                                                    , 26006207,169.99,"The Combs dark brown lace up boot from Dr. Martens was created to withstand anything — with serious style. Built to last, the shoe features a leather with a heavy-duty, Goodyear-Welted construction. The boot sits on an iconic AirWair outsole, which is oil and fat resistant, with good abrasion and slip resistance.                          Features & Benefits                         Crazy horse leather upperGoodyear-Welted constructionClassic yellow stitching & scripted heel-loopAirWair sole, which is oil & fat resistant8-eye unisex boot                               Design Elements                         LeatherContrast StitchingLaceOil Resistant Outsole",https://www.softmoc.com/ca/i/dr-martens/unisex/boots/unsx-combs-lace-up-combat-boot--dark-brown/26006207
164,CLARKS,                                                            Clarks                                                        Kepley Vine                            Women                                                    , 26179996m,119.99,"Elegance and comfort is what you will find in the Kepley Vine black dressy kitten heel pump from Clarks. 5mm Ultimate Comfort PU foam footbed offers all-day cushioning. Microfiber footbed lining for breathable comfort and support. The Kepley Vine dress heel is designed with a TR (thermoplastic rubber) outsole for grip and stability.                          Features & Benefits                         Smooth leather upper5mm Ultimate Comfort PU foam footbed offers all-day comfort, light support and cushioningTextile liningPointed toe construction with no adjustabilitySoft and breathable Microfibre footbed liningGrippy and stable TR outsoleAprrox. 2 inch heel height – dressy kitten heel                               Design Elements                         LeatherTextile LiningSlip On",https://www.softmoc.com/ca/i/clarks/womens/shoes/lds-kepley-vine-dress-heel--black/26179996m
165,CLARKS,                                                            Clarks                                                        Kataleyna Sol                            Women                                                    , 26180024m,129.99,"A sky-high profile crafted for comfort, the Kataleyna Sol black suede boot from Clarks is the definition of chic. Premium uppers wrap the foot perfectly, while lasting underfoot cushioning keeps steps effortless from desk to drinks. Lending an ultra-elegant finish, it’s complete with a pointed toe and statuesque, slimline heel.                          Features & Benefits                         Beautiful suede upper5mm Ultimate Comfort PU foam footbed offers all-day cushioningBreathable textile sock and upper liningsLightweight, grippy rubber sole for extra stabilityApprox. Heel Height 2.75 inchs                               Design Elements                         Suede UpperRubber SoleFoam FootbedTextile LiningSlip On",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-kataleyna-sol-dress-boot--black-suede/26180024m
